02-01 16:53:50.688 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_4, iter=71 lmb=.11E0 alpha=.1E1 obj=0.3009 imp=.14E-6 bdf=.51E-3] train deviance = 0.6122447792030633, valid deviance = 0.6052856794001413
02-01 16:53:50.906 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=23 lmb=.15E1 alpha=.5E0 obj=0.4658 imp=.17E-5 bdf=.31E-3] train deviance = 0.88968818685058, valid deviance = 0.8830910201254901
02-01 16:53:50.906 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=23 lmb=.14E1 alpha=.5E0 obj=0.4562 imp=.17E-5 bdf=.31E-3] Got 20 active columns out of 20 total
02-01 16:53:50.906 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=23 lmb=.14E1 alpha=.5E0 obj=0.4562 imp=.17E-5 bdf=.31E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.908 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=24 lmb=.14E1 alpha=.5E0 obj=0.4557 imp=.99E-3 bdf=.1E-1] computed in 2+0=2ms, step = 1
02-01 16:53:50.909 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=25 lmb=.14E1 alpha=.5E0 obj=0.4557 imp=.18E-5 bdf=.38E-3] relImprovement < eps; relImprovement = 1.7607180561785412E-6, eps = 1.0E-4
02-01 16:53:50.909 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.910 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=25 lmb=.14E1 alpha=.5E0 obj=0.4557 imp=.18E-5 bdf=.38E-3] solution has 5 nonzeros
02-01 16:53:50.910 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=25 lmb=.14E1 alpha=.5E0 obj=0.4557 imp=.18E-5 bdf=.38E-3] train deviance = 0.8650681095436351, valid deviance = 0.8584704812190648
02-01 16:53:50.910 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=25 lmb=.12E1 alpha=.5E0 obj=0.4461 imp=.18E-5 bdf=.38E-3] Got 20 active columns out of 20 total
02-01 16:53:50.911 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=25 lmb=.12E1 alpha=.5E0 obj=0.4461 imp=.18E-5 bdf=.38E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.912 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=26 lmb=.12E1 alpha=.5E0 obj=0.4457 imp=.92E-3 bdf=.87E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.913 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=27 lmb=.12E1 alpha=.5E0 obj=0.4457 imp=.18E-5 bdf=.44E-3] relImprovement < eps; relImprovement = 1.8010609841651949E-6, eps = 1.0E-4
02-01 16:53:50.913 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.914 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=27 lmb=.12E1 alpha=.5E0 obj=0.4457 imp=.18E-5 bdf=.44E-3] solution has 5 nonzeros
02-01 16:53:50.914 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=27 lmb=.12E1 alpha=.5E0 obj=0.4457 imp=.18E-5 bdf=.44E-3] train deviance = 0.8425565904709951, valid deviance = 0.8360244225445855
02-01 16:53:50.914 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=27 lmb=.11E1 alpha=.5E0 obj=0.4361 imp=.18E-5 bdf=.44E-3] Got 20 active columns out of 20 total
02-01 16:53:50.915 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=27 lmb=.11E1 alpha=.5E0 obj=0.4361 imp=.18E-5 bdf=.44E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.916 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=28 lmb=.11E1 alpha=.5E0 obj=0.4358 imp=.87E-3 bdf=.72E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.917 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=29 lmb=.11E1 alpha=.5E0 obj=0.4358 imp=.18E-5 bdf=.5E-3] relImprovement < eps; relImprovement = 1.8334682601396202E-6, eps = 1.0E-4
02-01 16:53:50.917 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.917 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=29 lmb=.11E1 alpha=.5E0 obj=0.4358 imp=.18E-5 bdf=.5E-3] solution has 5 nonzeros
02-01 16:53:50.918 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=29 lmb=.11E1 alpha=.5E0 obj=0.4358 imp=.18E-5 bdf=.5E-3] train deviance = 0.8218989454016388, valid deviance = 0.815490941343502
02-01 16:53:50.918 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=29 lmb=.1E1 alpha=.5E0 obj=0.4264 imp=.18E-5 bdf=.5E-3] Got 20 active columns out of 20 total
02-01 16:53:50.918 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=29 lmb=.1E1 alpha=.5E0 obj=0.4264 imp=.18E-5 bdf=.5E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.920 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=30 lmb=.1E1 alpha=.5E0 obj=0.426 imp=.82E-3 bdf=.57E-2] computed in 2+0=2ms, step = 1
02-01 16:53:50.920 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=31 lmb=.1E1 alpha=.5E0 obj=0.426 imp=.18E-5 bdf=.56E-3] relImprovement < eps; relImprovement = 1.8384457684771674E-6, eps = 1.0E-4
02-01 16:53:50.920 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.920 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=31 lmb=.1E1 alpha=.5E0 obj=0.426 imp=.18E-5 bdf=.56E-3] solution has 5 nonzeros
02-01 16:53:50.922 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=31 lmb=.1E1 alpha=.5E0 obj=0.426 imp=.18E-5 bdf=.56E-3] train deviance = 0.8028653899913211, valid deviance = 0.7966343435821152
02-01 16:53:50.922 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=31 lmb=.93E0 alpha=.5E0 obj=0.4168 imp=.18E-5 bdf=.56E-3] Got 20 active columns out of 20 total
02-01 16:53:50.922 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=31 lmb=.93E0 alpha=.5E0 obj=0.4168 imp=.18E-5 bdf=.56E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.922 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=32 lmb=.93E0 alpha=.5E0 obj=0.4165 imp=.77E-3 bdf=.48E-2] computed in 0+0=0ms, step = 1
02-01 16:53:50.924 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=33 lmb=.93E0 alpha=.5E0 obj=0.4165 imp=.18E-5 bdf=.61E-3] relImprovement < eps; relImprovement = 1.826247210006522E-6, eps = 1.0E-4
02-01 16:53:50.924 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.925 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=33 lmb=.93E0 alpha=.5E0 obj=0.4165 imp=.18E-5 bdf=.61E-3] solution has 5 nonzeros
02-01 16:53:50.925 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=33 lmb=.93E0 alpha=.5E0 obj=0.4165 imp=.18E-5 bdf=.61E-3] train deviance = 0.7852781534858989, valid deviance = 0.7792714948771929
02-01 16:53:50.925 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=33 lmb=.85E0 alpha=.5E0 obj=0.4075 imp=.18E-5 bdf=.61E-3] Got 20 active columns out of 20 total
02-01 16:53:50.925 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=33 lmb=.85E0 alpha=.5E0 obj=0.4075 imp=.18E-5 bdf=.61E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.926 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=34 lmb=.85E0 alpha=.5E0 obj=0.4072 imp=.73E-3 bdf=.49E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.927 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=35 lmb=.85E0 alpha=.5E0 obj=0.4072 imp=.18E-5 bdf=.66E-3] relImprovement < eps; relImprovement = 1.8053791041937147E-6, eps = 1.0E-4
02-01 16:53:50.927 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.928 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=35 lmb=.85E0 alpha=.5E0 obj=0.4072 imp=.18E-5 bdf=.66E-3] solution has 5 nonzeros
02-01 16:53:50.928 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=35 lmb=.85E0 alpha=.5E0 obj=0.4072 imp=.18E-5 bdf=.66E-3] train deviance = 0.7689929939956646, valid deviance = 0.7632522475607799
02-01 16:53:50.928 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=35 lmb=.78E0 alpha=.5E0 obj=0.3984 imp=.18E-5 bdf=.66E-3] Got 20 active columns out of 20 total
02-01 16:53:50.928 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=35 lmb=.78E0 alpha=.5E0 obj=0.3984 imp=.18E-5 bdf=.66E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.929 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=36 lmb=.78E0 alpha=.5E0 obj=0.3982 imp=.69E-3 bdf=.51E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.930 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=37 lmb=.78E0 alpha=.5E0 obj=0.3982 imp=.18E-5 bdf=.7E-3] relImprovement < eps; relImprovement = 1.7628202999471405E-6, eps = 1.0E-4
02-01 16:53:50.930 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.930 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=37 lmb=.78E0 alpha=.5E0 obj=0.3982 imp=.18E-5 bdf=.7E-3] solution has 5 nonzeros
02-01 16:53:50.931 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=37 lmb=.78E0 alpha=.5E0 obj=0.3982 imp=.18E-5 bdf=.7E-3] train deviance = 0.7538668573810062, valid deviance = 0.7484302984687269
02-01 16:53:50.931 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=37 lmb=.71E0 alpha=.5E0 obj=0.3897 imp=.18E-5 bdf=.7E-3] Got 20 active columns out of 20 total
02-01 16:53:50.931 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=37 lmb=.71E0 alpha=.5E0 obj=0.3897 imp=.18E-5 bdf=.7E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.932 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=38 lmb=.71E0 alpha=.5E0 obj=0.3894 imp=.67E-3 bdf=.42E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=39 lmb=.71E0 alpha=.5E0 obj=0.3894 imp=.18E-5 bdf=.76E-3] relImprovement < eps; relImprovement = 1.8152593409949909E-6, eps = 1.0E-4
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=39 lmb=.71E0 alpha=.5E0 obj=0.3894 imp=.18E-5 bdf=.76E-3] solution has 6 nonzeros
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=39 lmb=.71E0 alpha=.5E0 obj=0.3894 imp=.18E-5 bdf=.76E-3] train deviance = 0.7395266289977619, valid deviance = 0.7343663787233037
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=39 lmb=.64E0 alpha=.5E0 obj=0.3812 imp=.18E-5 bdf=.76E-3] Got 20 active columns out of 20 total
02-01 16:53:50.933 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=39 lmb=.64E0 alpha=.5E0 obj=0.3812 imp=.18E-5 bdf=.76E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.934 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=40 lmb=.64E0 alpha=.5E0 obj=0.381 imp=.64E-3 bdf=.47E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.935 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=41 lmb=.64E0 alpha=.5E0 obj=0.381 imp=.18E-5 bdf=.81E-3] relImprovement < eps; relImprovement = 1.7851834369193189E-6, eps = 1.0E-4
02-01 16:53:50.935 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.936 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=41 lmb=.64E0 alpha=.5E0 obj=0.381 imp=.18E-5 bdf=.81E-3] solution has 6 nonzeros
02-01 16:53:50.936 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=41 lmb=.64E0 alpha=.5E0 obj=0.381 imp=.18E-5 bdf=.81E-3] train deviance = 0.7260521261642, valid deviance = 0.7211684270748882
02-01 16:53:50.936 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=41 lmb=.59E0 alpha=.5E0 obj=0.373 imp=.18E-5 bdf=.81E-3] Got 20 active columns out of 20 total
02-01 16:53:50.936 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=41 lmb=.59E0 alpha=.5E0 obj=0.373 imp=.18E-5 bdf=.81E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.937 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=42 lmb=.59E0 alpha=.5E0 obj=0.3728 imp=.61E-3 bdf=.48E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.938 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=43 lmb=.59E0 alpha=.5E0 obj=0.3728 imp=.17E-5 bdf=.84E-3] relImprovement < eps; relImprovement = 1.689560391420921E-6, eps = 1.0E-4
02-01 16:53:50.938 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.939 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=43 lmb=.59E0 alpha=.5E0 obj=0.3728 imp=.17E-5 bdf=.84E-3] solution has 6 nonzeros
02-01 16:53:50.939 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=43 lmb=.59E0 alpha=.5E0 obj=0.3728 imp=.17E-5 bdf=.84E-3] train deviance = 0.7134979951358983, valid deviance = 0.7089178813920607
02-01 16:53:50.939 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=43 lmb=.53E0 alpha=.5E0 obj=0.3651 imp=.17E-5 bdf=.84E-3] Got 20 active columns out of 20 total
02-01 16:53:50.939 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=43 lmb=.53E0 alpha=.5E0 obj=0.3651 imp=.17E-5 bdf=.84E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.940 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=44 lmb=.53E0 alpha=.5E0 obj=0.3649 imp=.58E-3 bdf=.49E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=45 lmb=.53E0 alpha=.5E0 obj=0.3649 imp=.16E-5 bdf=.86E-3] relImprovement < eps; relImprovement = 1.593563696839991E-6, eps = 1.0E-4
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=45 lmb=.53E0 alpha=.5E0 obj=0.3649 imp=.16E-5 bdf=.86E-3] solution has 6 nonzeros
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=45 lmb=.53E0 alpha=.5E0 obj=0.3649 imp=.16E-5 bdf=.86E-3] train deviance = 0.7018126554777726, valid deviance = 0.697559702047984
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=45 lmb=.49E0 alpha=.5E0 obj=0.3575 imp=.16E-5 bdf=.86E-3] Got 20 active columns out of 20 total
02-01 16:53:50.941 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=45 lmb=.49E0 alpha=.5E0 obj=0.3575 imp=.16E-5 bdf=.86E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.943 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=46 lmb=.49E0 alpha=.5E0 obj=0.3573 imp=.56E-3 bdf=.53E-2] computed in 2+0=2ms, step = 1
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=47 lmb=.49E0 alpha=.5E0 obj=0.3573 imp=.15E-5 bdf=.87E-3] relImprovement < eps; relImprovement = 1.4542485405632372E-6, eps = 1.0E-4
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=47 lmb=.49E0 alpha=.5E0 obj=0.3573 imp=.15E-5 bdf=.87E-3] solution has 6 nonzeros
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=47 lmb=.49E0 alpha=.5E0 obj=0.3573 imp=.15E-5 bdf=.87E-3] train deviance = 0.6909390858910381, valid deviance = 0.6870326510196205
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=47 lmb=.44E0 alpha=.5E0 obj=0.3502 imp=.15E-5 bdf=.87E-3] Got 20 active columns out of 20 total
02-01 16:53:50.944 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=47 lmb=.44E0 alpha=.5E0 obj=0.3502 imp=.15E-5 bdf=.87E-3] computed in 0+0=0ms, step = 1
02-01 16:53:50.945 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=48 lmb=.44E0 alpha=.5E0 obj=0.35 imp=.53E-3 bdf=.64E-2] computed in 1+0=1ms, step = 1
02-01 16:53:50.947 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=49 lmb=.44E0 alpha=.5E0 obj=0.35 imp=.13E-5 bdf=.88E-3] relImprovement < eps; relImprovement = 1.335248291495697E-6, eps = 1.0E-4
02-01 16:53:50.947 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:50.947 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=49 lmb=.44E0 alpha=.5E0 obj=0.35 imp=.13E-5 bdf=.88E-3] solution has 6 nonzeros
02-01 16:53:50.947 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=49 lmb=.44E0 alpha=.5E0 obj=0.35 imp=.13E-5 bdf=.88E-3] train deviance = 0.6808407145490155, valid deviance = 0.6772964909566627
